"行や列はマクロで指定されている場合があるので削除しないでください。非表示やグループ化すると隠すことができます","","","","","","","","","","","","","","","","","","",""
"まとめは一覧２参照","","","","Stage１","","","","","","Stage2","","","","","Stage3","","","",""
"☆","職業","名前","タイプ","データ数","素材","個数","龍門幣","ステージ名","条件","データ数","チップ数","素材","個数","龍門幣","データ数","マシン数","素材","個数","龍門幣"
"6","先鋒","バグパイプ","CHG-X","4","結晶制御装置","2","80000","4-5","術剣士4体以上","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","先鋒","フレイムテイル","SOL-Y","4","結晶制御装置","2","80000","NL-3","他は4人以下","4","60","D32鋼","3","100000","4","20","融合剤","4","120000"
"6","先鋒","フレイムテイル","SOL-X","4","D32鋼","2","80000","NL-5","最初に配置/撤退、撃破NG","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","先鋒","サガ","SOL-Y","4","融合剤","2","80000","WR-1","他は2人以下","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","先鋒","シージ","SOL-X","4","D32鋼","2","80000","1-7","他は先鋒のみ","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
"6","先鋒","シージ","SOL-Y","4","融合剤","2","80000","11-2","最初に配置/撤退・撃破NG","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","先鋒","サイラッハ","BEA-X","4","結晶制御装置","2","80000","9-2","","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","前衛","パラス","INS-X","4","ナノフレーク","2","80000","3-6","他は医療のみ","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","前衛","パラス","INS-Y","4","結晶制御装置","2","80000","4-3","他は重装のみ","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","前衛","チェン","SWO-X","4","D32鋼","2","80000","5-8","16体以上","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","前衛","アイリーニ","SWO-Y","4","D32鋼","2","80000","SV-4","15体以上","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
"6","前衛","耀騎士ニアール","DRE-X","4","融合剤","2","80000","MN-8","腐敗騎士/凋零騎士合計1体以上","4","60","結晶制御装置","3","100000","4","20","ナノフレーク","4","120000"
"6","前衛","スカジ","DRE-Y","4","ナノフレーク","2","80000","GT-6","伐採者2体以上","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","前衛","スカジ","DRE-X","4","D32鋼","2","80000","GT-4","Big Bob","4","60","ナノフレーク","3","100000","4","20","結晶制御装置","4","120000"
"6","前衛","ヘラグ","MUS-X","4","ナノフレーク","2","80000","5-10","Mephisto","4","60","融合剤","3","100000","4","20","D32鋼","4","120000"
"6","前衛","ヘラグ","MUS-Y","","ナノフレーク","2","80000","7-10","","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","重装","ユーネクテス","HES-X","4","ナノフレーク","2","80000","RI-EX-4","ティアカウチャンピオン1体以上","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","重装","ユーネクテス","HES-Y","4","ナノフレーク","2","80000","RI-7","ティアカウ勇士2体以上","4","60","融合剤","3","100000","4","20","D32鋼","4","120000"
"6","重装","サリア","GUA-X","4","融合剤","2","80000","MB-3","全オペレーターが撃破されない","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","重装","サリア","GUA-Y","4","D32鋼","2","80000","4-6","医療禁止","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
"6","重装","ブレミシャイン","GUA-Y","4","ナノフレーク","2","80000","MN-2","他は重装のみ","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","重装","ブレミシャイン","GUA-X","4","ナノフレーク","2","80000","MN-4","盾持ち独立騎士2体以上","4","60","融合剤","3","100000","4","20","D32鋼","4","120000"
"6","重装","ニェン","PRO-X","4","結晶制御装置","2","80000","WR-9","10体以上","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
"6","重装","ニェン","PRO-Y","4","融合剤","2","80000","S6-2","味方オペレーターが撃破されない","4","60","結晶制御装置","3","100000","4","20","ナノフレーク","4","120000"
"6","重装","ホシグマ","PRO-Y","4","D32鋼","2","80000","3-1","他の重装禁止","4","60","ナノフレーク","3","100000","4","20","結晶制御装置","4","120000"
"6","重装","ホシグマ","PRO-X","4","D32鋼","2","80000","6-4","他は4人以下","4","60","ナノフレーク","3","100000","4","20","結晶制御装置","4","120000"
"6","狙撃","ファートゥース","DEA-X","4","D32鋼","2","80000","S2-2","S3で8体以上","4","60","ナノフレーク","3","100000","4","20","結晶制御装置","4","120000"
"6","狙撃","ファートゥース","DEA-Y","4","結晶制御装置","2","80000","2-5","上級術師2体以上","4","60","D32鋼","3","100000","4","20","融合剤","4","120000"
"6","狙撃","W","ART-X","4","融合剤","2","80000","DM-3","サルカズ突撃兵2体以上","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","狙撃","W","ART-Y","4","D32鋼","2","80000","DM-7","特殊禁止","4","60","ナノフレーク","3","100000","4","20","結晶制御装置","4","120000"
"6","狙撃","フィアメッタ","ART-Y","4","ナノフレーク","2","80000","S5-9","ダメージ60,000以上","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","狙撃","シュヴァルツ","ARC-X","4","融合剤","2","80000","OF-7","ロックブレイカー2体以上","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","狙撃","シュヴァルツ","ARC-Y","4","結晶制御装置","2","80000","2-1","他は狙撃のみ","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
"6","狙撃","パゼオンカ","ARC-Y","4","ナノフレーク","2","80000","2-10","SkullShredder","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","狙撃","エクシア","MAR-X","4","D32鋼","2","80000","4-10","FrostNova","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","狙撃","アルケット","MAR-X","4","結晶制御装置","2","80000","SV-4","他の狙撃禁止","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","狙撃","アルケット","MAR-Y","4","ナノフレーク","2","80000","2-9","他の狙撃禁止","4","60","融合剤","3","100000","4","20","D32鋼","4","120000"
"6","狙撃","Ash","MAR-Y","4","融合材","2","80000","1-12","W","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","狙撃","ロサ","SIE-X","4","融合剤","2","80000","7-9","他の狙撃禁止","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","狙撃","ロスモンティス","BOM-X","4","結晶制御装置","2","80000","4-1","10体以上","4","60","D32鋼","3","100000","4","20","融合剤","4","120000"
"6","狙撃","ティフォン","SIE-X","4","融合剤","2","80000","S2-1","","4","60","結晶制御装置","3","100000","4","20","ナノフレーク","4","120000"
"6","術師","パッセンジャー","CHA-X","4","ナノフレーク","2","80000","2-2","他は先鋒・重装のみ","4","60","融合剤","3","100000","4","20","D32鋼","4","120000"
"6","術師","パッセンジャー","CHA-Y","4","結晶制御装置","2","80000","5-10","クラッシャー2体以上","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
"6","術師","シー","SPC-X","4","D32鋼","2","80000","1-6","他は重装のみ","4","60","ナノフレーク","3","100000","4","20","結晶制御装置","4","120000"
"6","術師","シー","SPC-Y","4","融合剤","2","80000","4-3","他は先鋒のみ","4","60","結晶制御装置","3","100000","4","20","ナノフレーク","4","120000"
"6","術師","モスティマ","SPC-Y","4","結晶制御装置","2","80000","CB-5","ロードローラーを1体以上含めて8体以上","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
"6","術師","エーベンホルツ","MSC-X","4","結晶制御装置","2","80000","3-7","重装隊長1体以上","4","60","D32鋼","3","100000","4","20","融合剤","4","120000"
"6","術師","エーベンホルツ","MSC-Y","4","融合剤","2","80000","3-6","凶悪ブッチャー1体以上","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","術師","エイヤフィヤトラ","CCR-X","4","融合剤","2","80000","OF-5","他は3人以下","4","60","結晶制御装置","3","100000","4","20","ナノフレーク","4","120000"
"6","術師","ケオベ","CCR-X","4","ナノフレーク","2","80000","RI-6","ティアカウ破壊者2体以上","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","術師","ケオベ","CCR-Y","4","ナノフレーク","2","80000","11-7","ナハツェーラーの使徒すべて撃破","4","60","D32鋼","3","100000","4","20","結晶制御装置","4","120000"
"6","術師","ホルハイヤ","CCR-X","4","融合剤","2","80000","OF-7","S3を2回以上","4","60","ナノフレーク","3","100000","4","20","D32鋼","4","120000"
"6","術師","イフリータ","BLA-X","4","ナノフレーク","2","80000","1-5","他の狙撃・術師・補助禁止","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","術師","カーネリアン","PLX-X","4","ナノフレーク","2","80000","7-3","重装禁止","4","60","融合剤","3","100000","4","20","D32鋼","4","120000"
"6","術師","リン","PLX-X","4","D32鋼","2","80000","11-6","重装禁止","4","60","結晶制御装置","3","100000","4","20","融合剤","4","120000"
"6","医療","ナイチンゲール","RIN-X","4","結晶制御装置","2","80000","3-6","S2を10回以上","4","60","融合剤","3","100000","4","20","ナノフレーク","4","120000"
