"初級エステル †","","","","総要求数一覧","","","","",""
"","初級","昇進\n要求数","SR1-7\n要求数","S特化\n要求数","総数","","","",""
"-","","300","334","0","634","","","",""
"","","","","","","","","",""
"☆","職業","名前","昇進\n1","昇進\n2","SR\n1-7","S1\n特化","S2\n特化","S3\n特化","合計"
"6","先鋒","サガ","5","","4","","","","9"
"6","先鋒","シージ","","","5","","","","5"
"6","先鋒","バグパイプ","10","","","","","","10"
"6","先鋒","サイラッハ","4","","","","","","4"
"6","先鋒","フレイムテイル","5","","5","","","","10"
"6","前衛","シルバーアッシュ","8","","","","","","8"
"6","前衛","スカジ","5","","","","","","5"
"6","前衛","スルト","","","4","","","","4"
"6","前衛","ソーンズ","","","3","","","","3"
"6","前衛","チェン","","","4","","","","4"
"6","前衛","マウンテン","8","","3","","","","11"
"6","前衛","パラス","","","5","","","","5"
"6","前衛","アイリーニ","8","","3","","","","11"
"6","前衛","百錬ガヴィル","","","5","","","","5"
"6","前衛","ムリナール","8","","3","","","","11"
"6","重装","サリア","","","5","","","","5"
"6","重装","ニェン","5","","4","","","","9"
"6","重装","ホシグマ","","","4","","","","4"
"6","重装","マドロック","","","5","","","","5"
"6","重装","ホルン","","","5","","","","5"
"6","狙撃","Ash","","","5","","","","5"
"6","狙撃","エクシア","","","4","","","","4"
"6","狙撃","シュヴァルツ","8","","5","","","","13"
"6","狙撃","ロサ","5","","5","","","","10"
"6","狙撃","遊龍チェン","8","","3","","","","11"
"6","狙撃","フィアメッタ","","","4","","","","4"
"6","術師","イフリータ","8","","","","","","8"
"6","術師","エイヤフィヤトラ","","","3","","","","3"
"6","術師","ケオベ","","","3","","","","3"
"6","術師","カーネリアン","5","","4","","","","9"
"6","医療","シャイニング","5","","","","","","5"
"6","補助","スズラン","8","","","","","","8"
"6","補助","濁心スカジ","8","","3","","","","11"
"6","補助","マゼラン","4","","3","","","","7"
"6","補助","リィン","10","","","","","","10"
"6","特殊","ア","","","5","","","","5"
"6","特殊","ファントム","","","4","","","","4"
"6","特殊","リー","","","3","","","","3"
"6","特殊","帰溟スペクター","5","","","","","","5"
"6","特殊","ドロシー","","","4","","","","4"
"6","(小計)","★6","140","0","125","0","0","0","265"
"5","先鋒","エリジウム","4","","","","","","4"
"5","先鋒","グラニ","","","5","","","","5"
"5","先鋒","ズィマー","3","","3","","","","6"
"5","先鋒","テキサス","5","","","","","","5"
"5","先鋒","リード","3","","","","","","3"
"5","先鋒","カンタービレ","3","","5","","","","8"
"5","前衛","アカフユ","","","3","","","","3"
"5","前衛","アステシア","5","","3","","","","8"
"5","前衛","ウィスラッシュ","","","3","","","","3"
"5","前衛","エアースカーペ","","","3","","","","3"
"5","前衛","エンカク","","","5","","","","5"
"5","前衛","サベージ","3","","3","","","","6"
"5","前衛","シデロカ","","","5","","","","5"
"5","前衛","スペクター","","","5","","","","5"
"5","前衛","フリント","5","","","","","","5"
"5","重装","ヴァルカン","3","","","","","","3"
"5","重装","ウン","5","","","","","","5"
"5","重装","クロワッサン","4","","","","","","4"
"5","重装","ニアール","3","","","","","","3"
"5","重装","バイソン","5","","","","","","5"
"5","重装","ヘビーレイン","","","5","","","","5"
"5","重装","リスカム","","","3","","","","3"
"5","重装","アッシュロック","","","3","","","","3"
"5","重装","オーロラ","","","5","","","","5"
"5","重装","シャレム","5","","","","","","5"
"5","狙撃","アズリウス","5","","","","","","5"
"5","狙撃","アンドレアナ","","","5","","","","5"
"5","狙撃","イグゼキュター","","","3","","","","3"
"5","狙撃","エイプリル","","","5","","","","5"
"5","狙撃","グレースロート","","","5","","","","5"
"5","狙撃","トギフォンス","3","","","","","","3"
"5","狙撃","メテオリーテ","3","","","","","","3"
"5","狙撃","寒芒クルース","5","","","","","","5"
"5","狙撃","エラト","","","5","","","","5"
"5","術師","アブサント","3","","5","","","","8"
"5","術師","炎獄ラヴァ","","","3","","","","3"
"5","術師","スカイフレア","","","3","","","","3"
"5","術師","トミミ","3","","","","","","3"
"5","術師","ナイトメア","","","5","","","","5"
"5","術師","レイズ","3","","","","","","3"
"5","術師","レオンハルト","3","","","","","","3"
"5","術師","ロックロック","3","","","","","","3"
"5","術師","アステジーニ","5","","","","","","5"
"5","医療","ウィスパーレイン","","","3","","","","3"
"5","医療","フィリオプシス","","","5","","","","5"
"5","医療","フォリニック","5","","","","","","5"
"5","医療","マルベリー","3","","5","","","","8"
"5","医療","ハニーベリー","4","","","","","","4"
"5","医療","濯塵ハイビスカス","","","3","","","","3"
"5","補助","イースチナ","5","","","","","","5"
"5","補助","シャマレ","","","3","","","","3"
"5","補助","プラマニクス","","","3","","","","3"
"5","補助","メイヤー","5","","","","","","5"
"5","補助","九色鹿","3","","3","","","","6"
"5","補助","クエルクス","","","5","","","","5"
"5","補助","ハイディ","5","","","","","","5"
"5","補助","プロヴァイゾ","","","3","","","","3"
"5","特殊","Frost","5","","","","","","5"
"5","特殊","ウユウ","","","5","","","","5"
"5","特殊","カフカ","3","","","","","","3"
"5","特殊","クリフハート","3","","5","","","","8"
"5","特殊","スノーズント","","","3","","","","3"
"5","特殊","ロビン","5","","","","","","5"
"5","特殊","レッド","","","5","","","","5"
"5","特殊","ベナ","5","","","","","","5"
"5","特殊","カゼマル","","","3","","","","3"
"5","(小計)","★5","143","0","152","0","0","0","295"
"4","先鋒","ヴィグナ","1","","","","","","1"
"4","先鋒","スカベンジャー","","","3","","","","3"
"4","前衛","カッター","1","","","","","","1"
"4","前衛","コンビクション","1","","","","","","1"
"4","前衛","ジャッキー","1","","2","","","","3"
"4","前衛","ドーベルマン","1","","2","","","","3"
"4","前衛","フロストリーフ","1","","","","","","1"
"4","前衛","マトイマル","","","3","","","","3"
"4","重装","クオーラ","","","3","","","","3"
"4","重装","グム","","","2","","","","2"
"4","重装","ジュナー","1","","3","","","","4"
"4","狙撃","アシッドドロップ","","","3","","","","3"
"4","狙撃","ヴァーミル","1","","","","","","1"
"4","狙撃","ジェシカ","1","","","","","","1"
"4","狙撃","パインコーン","1","","","","","","1"
"4","術師","カシャ","","","3","","","","3"
"4","術師","ギターノ","","","2","","","","2"
"4","術師","グレイ","1","","","","","","1"
"4","術師","ヘイズ","1","","3","","","","4"
"4","術師","プリン","","","3","","","","3"
"4","医療","セイリュウ","","","3","","","","3"
"4","医療","パフューマー","1","","","","","","1"
"4","医療","ミルラ","1","","","","","","1"
