"結晶回路 †","","","","総要求数一覧","","","","",""
"","上級","昇進\n要求数","SR1-7\n要求数","S特化\n要求数","総数","","","",""
"-","","34","0","179","213","","","",""
"","","","","","","","","",""
"☆","職業","名前","昇進\n1","昇進\n2","SR\n1-7","S1\n特化","S2\n特化","S3\n特化","合計"
"6","先鋒","サガ","","","","4","","","4"
"6","先鋒","サイラッハ","","","","","4","4","8"
"6","前衛","ムリナール","","","","","4","4","8"
"6","重装","マドロック","","","","4","4","","8"
"6","狙撃","アルケット","","","","","4","","4"
"6","狙撃","遊龍チェン","","","","","4","","4"
"6","狙撃","ファートゥース","","","","4","","","4"
"6","狙撃","フィアメッタ","","","","","","4","4"
"6","術師","シー","","","","","5","","5"
"6","術師","パッセンジャー","","","","4","5","4","13"
"6","術師","カーネリアン","","","","","4","","4"
"6","術師","エーベンホルツ","","","","4","","","4"
"6","医療","ケルシー","","","","","","4","4"
"6","補助","濁心スカジ","","","","","4","","4"
"6","補助","ノーシス","","","","","4","","4"
"6","補助","リィン","","5","","","","","5"
"6","補助","ステインレス","","","","","","4","4"
"6","特殊","ミヅキ","","6","","","","","6"
"6","特殊","リー","","","","","","4","4"
"6","特殊","帰溟スペクター","","","","4","","9","13"
"6","特殊","ドロシー","","","","","4","","4"
"6","(小計)","★6","0","11","0","24","46","37","118"
"5","前衛","Tachanka","","","","","3","","3"
"5","前衛","アーミヤ(前衛)","","","","4","4","","8"
"5","前衛","アカフユ","","","","","3","","3"
"5","前衛","テキーラ","","","","3","","","3"
"5","重装","ヘビーレイン","","","","3","","","3"
"5","重装","アッシュロック","","","","3","","","3"
"5","重装","ツェルニー","","","","","6","","6"
"5","狙撃","トギフォンス","","10","","","3","","13"
"5","狙撃","寒芒クルース","","7","","3","","","10"
"5","術師","炎獄ラヴァ","","","","3","","","3"
"5","術師","イェラ","","","","3","","","3"
"5","術師","ミニマリスト","","6","","3","","","9"
"5","医療","ウィスパーレイン","","","","3","","","3"
"5","医療","ハニーベリー","","","","","3","","3"
"5","補助","九色鹿","","","","","3","","3"
"5","補助","ハイディ","","","","","3","","3"
"5","特殊","ロビン","","","","3","","","3"
"5","特殊","キララ","","","","3","","","3"
"5","特殊","エンフォーサー","","","","3","","","3"
"5","(小計)","★5","0","23","0","37","28","0","88"
"4","前衛","ジャッキー","","","","2","2","","4"
"4","前衛","羅小黒","","","","","2","","2"
"4","術師","プリン","","","","1","","","1"
"4","(小計)","★4","0","0","0","3","4","0","7"
