"上級異鉄 †","","","","総要求数一覧","","","","",""
"","上級","昇進\n要求数","SR1-7\n要求数","S特化\n要求数","総数","","","",""
"-","","112","0","691","803","","","",""
"","","","","","","","","",""
"☆","職業","名前","昇進\n1","昇進\n2","SR\n1-7","S1\n特化","S2\n特化","S3\n特化","合計"
"6","先鋒","サガ","","","","","4","","4"
"6","先鋒","バグパイプ","","","","","","4","4"
"6","先鋒","フレイムテイル","","","","","9","","9"
"6","先鋒","ヴィジェル","","","","","5","","5"
"6","前衛","シルバーアッシュ","","","","4","","","4"
"6","前衛","ソーンズ","","6","","","6","","12"
"6","前衛","チェン","","","","","","5","5"
"6","前衛","ブレイズ","","","","6","","","6"
"6","前衛","ヘラグ","","","","5","10","4","19"
"6","前衛","マウンテン","","","","","4","","4"
"6","前衛","パラス","","","","4","","6","10"
"6","前衛","耀騎士ニアール","","","","4","","4","8"
"6","前衛","アイリーニ","","","","4","","5","9"
"6","前衛","百錬ガヴィル","","","","4","","5","9"
"6","前衛","ムリナール","","","","6","","","6"
"6","重装","サリア","","","","6","4","","10"
"6","重装","ニェン","","","","","4","","4"
"6","重装","ホシグマ","","","","","6","4","10"
"6","重装","ブレミシャイン","","","","6","","","6"
"6","重装","マドロック","","","","","","4","4"
"6","重装","ユーネクテス","","","","4","6","","10"
"6","重装","ホルン","","7","","","","","7"
"6","重装","ペナンス","","","","","","4","4"
"6","狙撃","Ash","","","","4","","","4"
"6","狙撃","W","","","","","","4","4"
"6","狙撃","シュヴァルツ","","5","","","","4","9"
"6","狙撃","ロサ","","","","","4","","4"
"6","狙撃","ロスモンティス","","","","4","","6","10"
"6","狙撃","フィアメッタ","","","","","6","","6"
"6","狙撃","パゼオンカ","","","","","4","","4"
"6","術師","イフリータ","","","","","5","4","9"
"6","術師","エイヤフィヤトラ","","","","","","4","4"
"6","術師","ケオベ","","","","4","","6","10"
"6","術師","シー","","","","","4","","4"
"6","術師","パッセンジャー","","5","","","","","5"
"6","術師","モスティマ","","","","4","","6","10"
"6","術師","カーネリアン","","","","","","4","4"
"6","術師","ゴールデングロー","","","","","5","4","9"
"6","医療","ケルシー","","","","5","","","5"
"6","医療","シャイニング","","5","","4","4","","13"
"6","医療","ナイチンゲール","","","","4","","6","10"
"6","医療","ルーメン","","","","4","","6","10"
"6","医療","焔影リード","","","","","4","","4"
"6","補助","スズラン","","","","5","4","6","15"
"6","補助","濁心スカジ","","","","4","","","4"
"6","補助","マゼラン","","","","","4","","4"
"6","補助","ノーシス","","","","6","","","6"
"6","補助","リィン","","","","","4","","4"
"6","特殊","ア","","","","","4","","4"
"6","特殊","ウィーディ","","","","","6","","6"
"6","特殊","グレイディーア","","","","6","","4","10"
"6","特殊","ミヅキ","","","","","4","4","8"
"6","特殊","帰溟スペクター","","","","","","4","4"
"6","特殊","血掟テキサス","","7","","","","","7"
"6","(小計)","★6","0","35","0","107","120","117","379"
"5","先鋒","キアーベ","","","","3","3","","6"
"5","前衛","Tachanka","","","","3","","","3"
"5","前衛","アカフユ","","","","","3","","3"
"5","前衛","アステシア","","","","","8","","8"
"5","前衛","インドラ","","","","3","","","3"
"5","前衛","ウィスラッシュ","","","","3","5","","8"
"5","前衛","エアースカーペ","","6","","","","","6"
"5","前衛","エンカク","","","","6","","","6"
"5","前衛","スペクター","","","","3","","","3"
"5","前衛","バイビーク","","","","","3","","3"
"5","前衛","フランカ","","6","","","3","","9"
"5","前衛","ラップランド","","","","","3","","3"
"5","前衛","ラ・プルマ","","","","4","","","4"
"5","前衛","ダグザ","","","","3","","","3"
"5","前衛","ハイモア","","","","3","","","3"
"5","重装","Blitz","","","","5","","","5"
"5","重装","アスベストス","","","","","3","","3"
"5","重装","ウン","","","","","3","","3"
"5","重装","ニアール","","","","","8","","8"
"5","重装","バイソン","","","","","8","","8"
"5","重装","アッシュロック","","","","3","","","3"
"5","重装","オーロラ","","","","","3","","3"
"5","重装","ツェルニー","","","","","3","","3"
"5","狙撃","アオスタ","","7","","","3","","10"
"5","狙撃","アズリウス","","","","8","","","8"
"5","狙撃","イグゼキュター","","","","8","","","8"
"5","狙撃","エイプリル","","","","3","","","3"
"5","狙撃","グレースロート","","7","","","","","7"
"5","狙撃","寒芒クルース","","","","","7","","7"
"5","狙撃","ルナカブ","","","","","5","","5"
"5","術師","アイリス","","6","","","3","","9"
"5","術師","アブサント","","","","3","","","3"
"5","術師","スカイフレア","","","","","3","","3"
"5","術師","トミミ","","","","","8","","8"
"5","術師","ミント","","","","","3","","3"
"5","術師","レイズ","","","","8","","","8"
"5","術師","レオンハルト","","","","3","5","","8"
"5","術師","ミニマリスト","","","","4","3","","7"
"5","術師","カニパラート","","7","","","","","7"
"5","医療","サイレンス","","","","","3","","3"
"5","医療","セイロン","","7","","","","","7"
"5","医療","フォリニック","","","","5","","","5"
"5","医療","ワルファリン","","","","3","","","3"
"5","医療","マルベリー","","","","3","","","3"
"5","医療","濯塵ハイビスカス","","","","","3","","3"
"5","医療","パプリカ","","","","","3","","3"
"5","補助","イースチナ","","","","6","","","6"
"5","補助","グラウコス","","","","","6","","6"
"5","補助","ソラ","","","","","8","","8"
"5","補助","ツキノギ","","","","","3","","3"
"5","補助","プラマニクス","","","","","6","","6"
"5","補助","メイヤー","","6","","3","","","9"
"5","補助","九色鹿","","","","","3","","3"
"5","補助","クエルクス","","6","","","","","6"
"5","補助","ハイディ","","","","","4","","4"
"5","補助","ウインドフリット","","","","3","","","3"
"5","補助","プロヴァイゾ","","7","","","","","7"
"5","特殊","Frost","","","","3","","","3"
"5","特殊","カフカ","","","","","3","","3"
"5","特殊","クリフハート","","6","","","","","6"
"5","特殊","マンティコア","","","","8","","","8"
"5","特殊","レッド","","","","8","","","8"
"5","特殊","ロビン","","","","5","4","","9"
"5","特殊","ベナ","","6","","","3","","9"
"5","特殊","キララ","","","","","5","","5"
"5","特殊","エンフォーサー","","","","3","","","3"
"5","特殊","カゼマル","","","","3","","","3"
"5","(小計)","★5","0","77","0","129","150","0","356"
"4","先鋒","クーリエ","","","","","2","","2"
"4","先鋒","スカベンジャー","","","","2","","","2"
"4","先鋒","テンニンカ","","","","3","","","3"
"4","前衛","ウタゲ","","","","2","","","2"
"4","前衛","ドーベルマン","","","","","3","","3"
"4","前衛","フロストリーフ","","","","3","","","3"
"4","重装","クオーラ","","","","3","","","3"
"4","重装","バブル","","","","2","","","2"
"4","重装","マッターホルン","","","","","3","","3"
"4","狙撃","アンブリエル","","","","","2","","2"
"4","狙撃","シラユキ","","","","2","","","2"
"4","狙撃","ジェシカ","","","","4","","","4"
"4","狙撃","パインコーン","","","","3","2","","5"
"4","狙撃","メテオ","","","","","2","","2"
"4","狙撃","トター","","","","2","","","2"
"4","術師","カシャ","","","","","2","","2"
"4","術師","グレイ","","","","","3","","3"
"4","術師","インディゴ","","","","2","","","2"
"4","術師","プリン","","","","1","","","1"
"4","医療","ガヴィル","","","","","2","","2"
"4","医療","セイリュウ","","","","","1","","1"
"4","医療","パフューマー","","","","2","","","2"
"4","医療","ミルラ","","","","2","","","2"
"4","補助","ポデンコ","","","","","1","","1"
"4","補助","ロベルタ","","","","2","","","2"
"4","特殊","ジェイ","","","","2","2","","4"
"4","特殊","ショウ","","","","","4","","4"
"4","特殊","ロープ","","","","","2","","2"
"4","(小計)","★4","0","0","0","37","31","0","68"
